SampleID,Species,Project,SampleSite,Valley,CollectionYear,CollectionDate,WaypointName,UTMzone,Easting,Northing,Habitat,Collector,Affiliation,LibPrepYear,PreppedBy,Library,Well,Notes
RD_STWA_024,Relict Dace,,Steptoe Valley Wildlife Management Area,Steptoe Valley,2017,6/13/17,RD1CT2,11,689121,4340599,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,H3,
RD_STWA_025,Relict Dace,,Steptoe Valley Wildlife Management Area,Steptoe Valley,2017,6/13/17,RD1CT2,11,689121,4340599,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,A4,
RD_STWA_026,Relict Dace,,Steptoe Valley Wildlife Management Area,Steptoe Valley,2017,6/13/17,RD1CT2,11,689121,4340599,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,B4,
RD_STWA_027,Relict Dace,,Steptoe Valley Wildlife Management Area,Steptoe Valley,2017,6/13/17,RD1CT2,11,689121,4340599,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,A1,
RD_STWA_028,Relict Dace,,Steptoe Valley Wildlife Management Area,Steptoe Valley,2017,6/13/17,RD1CT2,11,689121,4340599,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,B1,
RD_STWA_029,Relict Dace,,Steptoe Valley Wildlife Management Area,Steptoe Valley,2017,6/13/17,RD1CT2,11,689121,4340599,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,C1,
RD_STRT_001,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/15/17,RD3A,11,689718,4359505,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,D1,
RD_STRT_002,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/15/17,RD3A,11,689718,4359505,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,E1,
RD_STRT_003,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/15/17,RD3A,11,689718,4359505,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,F1,
RD_STRT_004,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/15/17,RD3BT1,11,689175,4366729.25,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,G1,
RD_STRT_005,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/15/17,RD3BT1,11,689175,4366729.25,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,H1,
RD_STRT_006,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/15/17,RD3BT1,11,689175,4366729.25,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,A2,
RD_STRT_007,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/14/17,RD3CT2,11,691109,4364982,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,B2,
RD_STRT_008,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/14/17,RD3CT2,11,691109,4364982,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,C2,
RD_STRT_009,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/14/17,RD3CT2,11,691109,4364982,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,D2,
RD_STRT_010,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/14/17,RD3CT2,11,691109,4364982,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,E2,
RD_STRT_011,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/14/17,RD3CT2,11,691109,4364982,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,F2,
RD_STRT_012,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/14/17,RD3CT2,11,691109,4364982,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,G2,
RD_STRT_013,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/14/17,RD3CT4,11,690984,4365323,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,H2,
RD_STRT_014,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/14/17,RD3CT4,11,690984,4365323,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,A3,
RD_STRT_015,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/14/17,RD3CT4,11,690984,4365323,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,B3,
RD_STRT_016,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/15/17,RD3DT1,11,688570,4367048,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,C3,
RD_STRT_017,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/15/17,RD3DT1,11,688570,4367048,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,D3,
RD_STRT_018,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/15/17,RD3DT1,11,688570,4367048,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,E3,
RD_STRT_019,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/15/17,RD3FT2,11,687139,4367791,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,F3,
RD_STRT_020,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/15/17,RD3FT2,11,687139,4367791,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,G3,
RD_STRT_021,Relict Dace,,Rio Tinto/Kennecott Copper Corporation,Steptoe Valley,2017,6/15/17,RD3FT2,11,687139,4367791,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,H3,
RD_STMR_001,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5B,11,680363,4372210,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,A4,
RD_STMR_002,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5B,11,680363,4372210,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,B4,
RD_STMR_003,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5B,11,680363,4372210,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,A1,
RD_STMR_004,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5B,11,680363,4372210,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,B1,
RD_STMR_005,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5B,11,680363,4372210,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,C1,
RD_STMR_006,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5B,11,680363,4372210,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,D1,
RD_STMR_007,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5B,11,680363,4372210,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,E1,
RD_STMR_008,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5B,11,680363,4372210,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,F1,
RD_STMR_009,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5D,11,680373,4372031,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,G1,
RD_STMR_010,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5D,11,680373,4372031,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,H1,
RD_STMR_011,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5D,11,680373,4372031,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,A2,
RD_STMR_012,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5D,11,680373,4372031,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,B2,
RD_STMR_013,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5D,11,680373,4372031,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,C2,
RD_STMR_014,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5D,11,680373,4372031,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,D2,
RD_STMR_015,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5D,11,680373,4372031,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,E2,
RD_STMR_016,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5D,11,680373,4372031,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,F2,
RD_STMR_017,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5D,11,680373,4372031,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,G2,
RD_STMR_018,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5D,11,680373,4372031,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,H2,
RD_STMR_019,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5D,11,680373,4372031,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,A3,
RD_STMR_020,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5D,11,680373,4372031,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,B3,
RD_STMR_021,Relict Dace,,Morrison Ranch,Steptoe Valley,2017,6/20/17,RD5D,11,680373,4372031,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,C3,
RD_STPR_001,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,D3,
RD_STPR_002,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,E3,
RD_STPR_003,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,F3,
RD_STPR_004,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,G3,
RD_STPR_005,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,H3,
RD_STPR_006,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,A4,
RD_STPR_007,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,B4,
RD_STPR_008,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,A1,
RD_STPR_009,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,B1,
RD_STPR_010,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,C1,
RD_STPR_011,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,D1,
RD_STPR_012,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,E1,
RD_STPR_013,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,F1,
RD_STPR_014,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,G1,
RD_STPR_015,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,H1,
RD_STPR_016,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,A2,
RD_STPR_017,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,B2,
RD_STPR_018,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,C2,
RD_STPR_019,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,D2,
RD_STPR_020,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6BT2,11,679317,4378356,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,E2,
RD_STPR_021,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6FT1,11,679366,4378510,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,F2,
RD_STPR_022,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6FT1,11,679366,4378510,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,G2,
RD_STPR_023,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6FT1,11,679366,4378510,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,H2,
RD_STPR_024,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6FT1,11,679366,4378510,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,A3,
RD_STPR_025,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6FT1,11,679366,4378510,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,B3,
RD_STPR_026,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6FT1,11,679366,4378510,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,C3,
RD_STPR_027,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6FT1,11,679366,4378510,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,D3,
RD_STPR_028,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6FT1,11,679366,4378510,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,E3,
RD_STPR_029,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6FT1,11,679366,4378510,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,F3,
RD_STPR_030,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6FT1,11,679366,4378510,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,G3,
RD_STPR_031,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6FT1,11,679366,4378510,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,H3,
RD_STPR_032,Relict Dace,,Phillips Ranch,Steptoe Valley,2017,6/20/17,RD6FT1,11,679366,4378510,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 4,A4,
RD_BTOC_001,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD030A,11,669906,4450701,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,C4,
RD_BTOC_002,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD030A,11,669906,4450701,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,D4,
RD_BTOC_003,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD030A,11,669906,4450701,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,E4,
RD_BTOC_004,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD030A,11,669906,4450701,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,F4,
RD_BTOC_005,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD030A,11,669906,4450701,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,G4,
RD_BTOC_006,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD030B,11,669838,4451561,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,H4,
RD_BTOC_007,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD030B,11,669838,4451561,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,A5,
RD_BTOC_008,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD030B,11,669838,4451561,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,B5,
RD_BTOC_009,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD030B,11,669838,4451561,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,C5,
RD_BTOC_010,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD030B,11,669838,4451561,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,D5,
RD_BTOC_011,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD030B,11,669838,4451561,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 1,E5,
RD_BTOC_012,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD030B,11,669838,4451561,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,C4,
RD_BTOC_013,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD30C,11,668668,4454855,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,D4,
RD_BTOC_014,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD30C,11,668668,4454855,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,E4,
RD_BTOC_015,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD30C,11,668668,4454855,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,F4,
RD_BTOC_016,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD30C,11,668668,4454855,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,G4,
RD_BTOC_017,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD30C,11,668668,4454855,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,H4,
RD_BTOC_018,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD30C,11,668668,4454855,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,A5,
RD_BTOC_019,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD30C,11,668668,4454855,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,B5,
RD_BTOC_020,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD30C,11,668668,4454855,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,C5,
RD_BTOC_021,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD30C,11,668668,4454855,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,D5,
RD_BTOC_022,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD30C,11,668668,4454855,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 2,E5,
RD_BTOC_023,Relict Dace,,Odger's Creek,Butte Valley,2017,6/21/17,RD30D,11,666996,4458903,,Heath Korell (NDOW),Nevada Deprtment of Wildlife,2017,Alyssa Benjamin,Plate 3,C4,
